Tracker;Operation;Occurrences
62;SORT;2344
62;CLEAR;0
62;GROW;0
62;SIZE;2325
62;REMOVE_OBJ;0
62;CSTR_CAP;2344
62;ENSURE_CAP;2353
62;ITERATOR;2344
63;ADD_OBJ;928
63;SET_INDEXED;0
63;CLEAR;0
63;GROW;364
63;GET_INDEXED;928
63;SIZE;1702
63;REMOVE_OBJ;0
63;ENSURE_CAP;928
63;CSTR_STD;194
64;ADD_OBJ;16776
64;SET_INDEXED;0
64;CLEAR;0
64;GROW;0
64;GET_INDEXED;6258
64;SIZE;11762
64;REMOVE_OBJ;0
64;CSTR_CAP;6826
64;ENSURE_CAP;16776
64;ITERATOR;11449
65;ADD_OBJ;1992
65;SET_INDEXED;0
65;SORT;36
65;CLEAR;0
65;GROW;0
65;GET_INDEXED;119
65;SIZE;814
65;REMOVE_OBJ;0
65;CSTR_CAP;372
65;ENSURE_CAP;1992
66;ADD_OBJ;1008
66;SET_INDEXED;0
66;CLEAR;0
66;GROW;0
66;SIZE;1411
66;CONTAINS;160
66;REMOVE_OBJ;0
66;CSTR_CAP;372
66;ENSURE_CAP;1008
66;INDEX_OF;2188
67;ADD_OBJ;9981
67;REMOVE_INDEXED;9840
67;SET_INDEXED;0
67;CLEAR;0
67;GROW;8753
67;SIZE;37147
67;REMOVE_OBJ;0
67;ENSURE_CAP;9981
67;CSTR_STD;8646
67;EMPTY;8829
68;ADD_OBJ;34289
68;SET_INDEXED;0
68;CLEAR;0
68;GROW;8926
68;SIZE;3634
68;REMOVE_OBJ;0
68;ENSURE_CAP;34289
68;ITERATOR;3674
68;CSTR_STD;3674
69;ADD_OBJ;169045
69;SET_INDEXED;0
69;CLEAR;0
69;GROW;0
69;SIZE;5373
69;REMOVE_OBJ;0
69;CSTR_CAP;5401
69;ENSURE_CAP;169045
69;ITERATOR;10802
70;ADD_OBJ;8059
70;SET_INDEXED;8059
70;CLEAR;0
70;GROW;207
70;GET_INDEXED;11742
70;SIZE;29611
70;REMOVE_OBJ;0
70;CSTR_CAP;5401
70;ENSURE_CAP;8059
70;ITERATOR;1710
70;EMPTY;5401
71;ADD_OBJ;0
71;SET_INDEXED;0
71;CLEAR;0
71;GROW;0
71;SIZE;5373
71;REMOVE_OBJ;0
71;ITERATOR;5401
71;CSTR_STD;5401
72;ADD_OBJ;162
72;REMOVE_INDEXED;3357
72;SET_INDEXED;0
72;CLEAR;0
72;GROW;183
72;ADD_ALL;5153
72;GET_INDEXED;30399
72;SIZE;54334
72;CSTR_COLL;5153
72;REMOVE_OBJ;0
72;ENSURE_CAP;5315
73;ADD_OBJ;918
73;SET_INDEXED;0
73;CLEAR;0
73;GROW;482
73;GET_INDEXED;6260
73;SIZE;21787
73;REMOVE_OBJ;0
73;ENSURE_CAP;918
73;ITERATOR;1775
73;CSTR_STD;363
73;INDEX_OF;2224
74;ADD_OBJ;918
74;SET_INDEXED;264
74;CLEAR;0
74;GROW;482
74;GET_INDEXED;400
74;SIZE;362
74;REMOVE_OBJ;0
74;ENSURE_CAP;918
74;CSTR_STD;363
75;ADD_OBJ;1059
75;SET_INDEXED;0
75;CLEAR;0
75;GROW;504
75;GET_INDEXED;2348
75;SIZE;1587
75;REMOVE_OBJ;0
75;ENSURE_CAP;1059
75;CSTR_STD;348
75;EMPTY;348
76;ADD_OBJ;1059
76;SET_INDEXED;0
76;CLEAR;0
76;GROW;504
76;GET_INDEXED;2875
76;SIZE;3662
76;REMOVE_OBJ;0
76;ENSURE_CAP;1059
76;CSTR_STD;348
77;ADD_OBJ;268
77;SET_INDEXED;0
77;CLEAR;0
77;GROW;140
77;SIZE;125
77;REMOVE_OBJ;0
77;ENSURE_CAP;268
77;CSTR_STD;126
78;ADD_OBJ;107904
78;SET_INDEXED;0
78;CLEAR;0
78;GROW;26115
78;GET_INDEXED;52779
78;SIZE;20226
78;CONTAINS;39
78;REMOVE_OBJ;0
78;ENSURE_CAP;107904
78;ITERATOR;8260
78;CSTR_STD;12409
78;INDEX_OF;39
79;ADD_OBJ;1438
79;SET_INDEXED;0
79;CLEAR;0
79;GROW;1067
79;SIZE;12339
79;REMOVE_OBJ;0
79;ENSURE_CAP;1438
79;ITERATOR;1200
79;CSTR_STD;12409
79;EMPTY;588
80;ADD_OBJ;40507
80;SET_INDEXED;0
80;CLEAR;0
80;GROW;17058
80;SIZE;15380
80;CONTAINS;62
80;REMOVE_OBJ;0
80;ENSURE_CAP;40507
80;ITERATOR;9840
80;CSTR_STD;12409
80;INDEX_OF;62
81;ADD_OBJ;1814
81;SET_INDEXED;0
81;CLEAR;0
81;GROW;2028
81;ADD_ALL;1814
81;GET_INDEXED;15034
81;SIZE;27225
81;REMOVE_OBJ;0
81;ENSURE_CAP;3628
81;ITERATOR;1814
81;CSTR_STD;1814
82;ADD_OBJ;30611
82;SET_INDEXED;0
82;CLEAR;0
82;GROW;0
82;GET_INDEXED;60339
82;SIZE;111527
82;REMOVE_OBJ;0
82;CSTR_CAP;12723
82;ENSURE_CAP;30611
82;ITERATOR;6976
83;ADD_OBJ;927
83;SET_INDEXED;0
83;CLEAR;0
83;GROW;22
83;SIZE;1618
83;REMOVE_OBJ;0
83;CSTR_CAP;809
83;ENSURE_CAP;927
83;ITERATOR;616
83;EMPTY;616
84;ADD_OBJ;5679
84;SET_INDEXED;5679
84;CLEAR;0
84;GROW;474
84;SIZE;8342
84;SUBLIST;927
84;REMOVE_OBJ;0
84;CSTR_CAP;809
84;ENSURE_CAP;5679
84;ITERATOR;616
85;ADD_OBJ;927
85;SET_INDEXED;0
85;CLEAR;0
85;GROW;831
85;SIZE;809
85;REMOVE_OBJ;0
85;ENSURE_CAP;927
85;ITERATOR;616
85;CSTR_STD;809
86;ADD_OBJ;0
86;SET_INDEXED;0
86;CLEAR;0
86;GROW;0
86;SIZE;1618
86;REMOVE_OBJ;0
86;CSTR_CAP;809
86;ITERATOR;616
87;ADD_OBJ;927
87;SET_INDEXED;0
87;CLEAR;0
87;GROW;22
87;SIZE;2041
87;TO_ARRAY;616
87;REMOVE_OBJ;0
87;CSTR_CAP;809
87;ENSURE_CAP;927
87;ITERATOR;616
88;ADD_OBJ;697
88;SET_INDEXED;0
88;CLEAR;0
88;GROW;665
88;GET_INDEXED;1834
88;SIZE;604
88;CSTR_COLL;604
88;REMOVE_OBJ;0
88;ENSURE_CAP;697
89;ADD_OBJ;0
89;SET_INDEXED;0
89;CLEAR;0
89;GROW;606
89;ADD_ALL;616
89;GET_INDEXED;1375
89;SIZE;604
89;REMOVE_OBJ;0
89;ENSURE_CAP;616
89;CSTR_STD;604
90;ADD_OBJ;1189
90;REMOVE_INDEXED;544
90;SET_INDEXED;544
90;CLEAR;361
90;GROW;893
90;GET_INDEXED;1417
90;SIZE;2907
90;REMOVE_OBJ;0
90;ENSURE_CAP;1189
90;ITERATOR;361
90;CSTR_STD;726
90;EMPTY;3042
91;ADD_OBJ;3585
91;REMOVE_INDEXED;325
91;SET_INDEXED;325
91;CLEAR;496
91;GROW;3347
91;GET_INDEXED;909
91;SIZE;4577
91;REMOVE_OBJ;0
91;ENSURE_CAP;3585
91;ITERATOR;496
91;CSTR_STD;3152
91;EMPTY;1757
92;ADD_OBJ;455
92;SET_INDEXED;0
92;CLEAR;0
92;GROW;400
92;SIZE;388
92;REMOVE_OBJ;0
92;ENSURE_CAP;455
92;ITERATOR;388
92;CSTR_STD;388
93;ADD_OBJ;231
93;SET_INDEXED;0
93;CLEAR;0
93;GROW;0
93;GET_INDEXED;45
93;SIZE;222
93;REMOVE_OBJ;0
93;CSTR_CAP;112
93;ENSURE_CAP;231
93;ITERATOR;76
93;EMPTY;224
94;ADD_OBJ;159
94;SET_INDEXED;0
94;CLEAR;0
94;GROW;0
94;GET_INDEXED;69
94;SIZE;222
94;REMOVE_OBJ;0
94;CSTR_CAP;112
94;ENSURE_CAP;159
94;ITERATOR;87
94;EMPTY;224
95;ADD_OBJ;214
95;SET_INDEXED;0
95;CLEAR;0
95;GROW;76
95;REMOVE_OBJ;0
95;ENSURE_CAP;214
95;ITERATOR;907
95;CSTR_STD;53
96;ADD_OBJ;51
96;SET_INDEXED;0
96;CLEAR;0
96;GROW;38
96;REMOVE_OBJ;0
96;ENSURE_CAP;51
96;ITERATOR;1694
96;CSTR_STD;53
97;ADD_OBJ;22
97;SET_INDEXED;0
97;CLEAR;0
97;GROW;22
97;REMOVE_OBJ;0
97;ENSURE_CAP;22
97;ITERATOR;3276
97;CSTR_STD;53
98;ADD_OBJ;254
98;SET_INDEXED;0
98;CLEAR;0
98;GROW;0
98;SIZE;150
98;REMOVE_OBJ;0
98;CSTR_CAP;119
98;ENSURE_CAP;254
98;ITERATOR;49
98;INDEX_OF;4117
99;ADD_OBJ;49
99;SET_INDEXED;0
99;CLEAR;0
99;GROW;17
99;SIZE;18
99;REMOVE_OBJ;0
99;ENSURE_CAP;49
99;ITERATOR;42
99;CSTR_STD;18
99;EMPTY;18
100;ADD_OBJ;3382
100;SET_INDEXED;0
100;CLEAR;0
100;GROW;0
100;REMOVE_OBJ;0
100;CSTR_CAP;53
100;ENSURE_CAP;3382
100;ITERATOR;6552
101;ADD_OBJ;36
101;SET_INDEXED;0
101;CLEAR;0
101;GROW;36
101;GET_INDEXED;72
101;SIZE;72
101;REMOVE_OBJ;0
101;ENSURE_CAP;36
101;CSTR_STD;36
102;ADD_OBJ;6
102;SET_INDEXED;0
102;CLEAR;0
102;GROW;6
102;SIZE;6
102;REMOVE_OBJ;0
102;ENSURE_CAP;6
102;CSTR_STD;6
103;ADD_OBJ;4060
103;SET_INDEXED;0
103;CLEAR;0
103;GROW;2357
103;SIZE;3894
103;REMOVE_OBJ;0
103;ENSURE_CAP;4060
103;ITERATOR;2460
103;CSTR_STD;1947
104;ADD_OBJ;2933
104;SET_INDEXED;0
104;CLEAR;0
104;GROW;2591
104;SIZE;2503
104;REMOVE_OBJ;0
104;ENSURE_CAP;2933
104;CSTR_STD;2503
105;ADD_OBJ;2933
105;SET_INDEXED;0
105;CLEAR;0
105;GROW;2652
105;SIZE;5974
105;TO_ARRAY;1702
105;REMOVE_OBJ;0
105;ENSURE_CAP;2933
105;ITERATOR;2162
105;CSTR_STD;2570
105;EMPTY;157
106;ADD_OBJ;0
106;SET_INDEXED;0
106;CLEAR;0
106;GROW;6739
106;ADD_ALL;8060
106;SIZE;18339
106;TO_ARRAY;5749
106;REMOVE_OBJ;0
106;ENSURE_CAP;8060
106;ITERATOR;5813
106;CSTR_STD;6295
107;ADD_OBJ;26257
107;SET_INDEXED;0
107;CLEAR;0
107;GROW;11700
107;SIZE;7840
107;REMOVE_OBJ;0
107;ENSURE_CAP;26257
107;CSTR_STD;7840
108;ADD_OBJ;27495
108;SET_INDEXED;319076
108;CLEAR;0
108;GROW;3523
108;GET_INDEXED;1896036
108;SIZE;954773
108;REMOVE_OBJ;0
108;CSTR_CAP;5550
108;ENSURE_CAP;27495
108;ITERATOR;1787
108;EMPTY;631873
109;ADD_OBJ;27204
109;SET_INDEXED;0
109;CLEAR;0
109;GROW;3638
109;SIZE;12038
109;CONTAINS;353
109;REMOVE_OBJ;0
109;CSTR_CAP;12038
109;ENSURE_CAP;27204
109;INDEX_OF;353
110;ADD_OBJ;80050
110;SET_INDEXED;0
110;CLEAR;77746
110;GROW;48872
110;GET_INDEXED;1577
110;SIZE;6175
110;REMOVE_OBJ;0
110;CSTR_CAP;3132
110;ENSURE_CAP;80050
111;ADD_OBJ;4644
111;SET_INDEXED;0
111;CLEAR;0
111;GROW;253
111;GET_INDEXED;13721
111;SIZE;22555
111;REMOVE_OBJ;0
111;CSTR_CAP;2268
111;ENSURE_CAP;4644
111;ITERATOR;806
112;ADD_OBJ;116
112;SET_INDEXED;852
112;CLEAR;0
112;GROW;116
112;GET_INDEXED;1144
112;SIZE;5792
112;TO_ARRAY;197
112;CSTR_COLL;776
112;REMOVE_OBJ;0
112;ENSURE_CAP;116
112;ITERATOR;6179
113;ADD_OBJ;358
113;SET_INDEXED;0
113;CLEAR;0
113;GROW;164
113;SIZE;401
113;REMOVE_OBJ;0
113;ENSURE_CAP;358
113;CSTR_STD;142
113;EMPTY;142
114;ADD_OBJ;7
114;SET_INDEXED;0
114;CLEAR;0
114;GROW;7
114;GET_INDEXED;51
114;SIZE;219
114;REMOVE_OBJ;0
114;ENSURE_CAP;7
114;ITERATOR;27
114;CSTR_STD;22
114;INDEX_OF;44
114;EMPTY;22
115;ADD_OBJ;7
115;SET_INDEXED;0
115;CLEAR;0
115;GROW;7
115;SIZE;22
115;REMOVE_OBJ;0
115;ENSURE_CAP;7
115;CSTR_STD;22
116;ADD_OBJ;20
116;SET_INDEXED;0
116;CLEAR;15
116;GROW;15
