Tracker;Operation on;Type;Occurrences
3;SET_INDEXED;org.graalvm.compiler.java.GraphBuilderPhase;16
5;ADD_OBJ;org.graalvm.compiler.core.common.FieldsScanner$FieldInfo;728
5;GET_INDEXED;org.graalvm.compiler.core.common.FieldsScanner$FieldInfo;25
6;ADD_OBJ;org.graalvm.compiler.graph.NodeClass$InputInfo;401
6;GET_INDEXED;org.graalvm.compiler.graph.NodeClass$InputInfo;802
7;ADD_OBJ;org.graalvm.compiler.graph.NodeClass$EdgeInfo;112
8;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;234875
8;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;3159
8;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;50
8;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;90
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;432
8;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;55
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;86
8;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;9894
8;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;32
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;432
8;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;2007
8;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;1757
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;167
8;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;5219
8;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;117
8;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;45
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;15
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;69
8;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;1757
8;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;9950
8;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;9831
8;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;3651
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;7519
8;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;450
8;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;9971
8;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;47
8;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;588
8;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;1014
8;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;53
8;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;4680
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;432
8;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;41
8;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;213
8;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;153
8;SET_INDEXED;org.graalvm.compiler.nodes.DynamicPiNode;3
8;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;5045
8;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;16
8;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;11
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;16
8;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;50
8;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;533
8;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;425
8;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;165
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;90
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;41
8;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;4627
8;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;160
8;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;114679
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;13315
8;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;451
8;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;65
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;15
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;3386
8;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;12884
8;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;87
8;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;5877
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;7381
8;GET_INDEXED;org.graalvm.compiler.nodes.StartNode;8619
8;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;1139
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;21
8;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;37
8;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;9434
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;13
8;GET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;94
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;234
8;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;123
8;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;4260
8;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;981
9;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;234875
9;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;11596
9;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;90
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;209
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;560
9;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;89
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;222
9;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;64872
9;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;32
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;502
9;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;2007
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;2728
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;243
9;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;18038
9;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;536
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;126
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;53
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;295
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;4803
9;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;21104
9;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;23812
9;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;12454
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;14841
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;5627
9;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;9971
9;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;70
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;16360
9;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;5794
9;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;266
9;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;24891
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;501
9;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;59
9;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;369
9;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;286
9;SET_INDEXED;org.graalvm.compiler.nodes.DynamicPiNode;3
9;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;56985
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;34
9;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;11
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;16
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;70
9;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;6641
9;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1069
9;GET_INDEXED;org.graalvm.compiler.nodes.PiNode;8437
9;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;43
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;119
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;128
9;GET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;34
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;136
9;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;54448
9;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;16
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;70
9;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;75695
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;608
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;76
9;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;12833
9;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;443
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;81
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;38
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;226
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;2796
9;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;10988
9;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;13981
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;8639
9;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;7165
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;5177
9;GET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;23
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;15772
9;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;4909
9;GET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;213
9;GET_INDEXED;org.graalvm.compiler.nodes.IfNode;20211
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;69
9;GET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;18
9;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;157
9;GET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;133
9;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;47122
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;21
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;23
9;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;5691
9;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;582
10;ADD_OBJ;jdk.vm.ci.hotspot.HotSpotResolvedJavaMethodImpl;8255
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl;96
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl$FlatTimer;96
14;ADD_OBJ;org.graalvm.compiler.hotspot.HotSpotDataBuilder$1;174
14;ADD_OBJ;org.graalvm.compiler.code.DataSection$SerializableData;43
15;ADD_OBJ;jdk.vm.ci.code.site.Call;4442
15;ADD_OBJ;jdk.vm.ci.code.site.Infopoint;2368
16;ADD_OBJ;org.graalvm.compiler.code.SourceMapping;35
17;ADD_OBJ;jdk.vm.ci.code.site.DataPatch;1876
18;ADD_OBJ;jdk.vm.ci.code.site.ExceptionHandler;20
19;ADD_OBJ;jdk.vm.ci.code.site.Mark;4714
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.LocationMarkerPhase;558
20;ADD_OBJ;org.graalvm.compiler.lir.constopt.ConstantLoadOptimization;558
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.MarkBasePointersPhase;558
20;ADD_OBJ;org.graalvm.compiler.lir.EdgeMoveOptimizer;558
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.lsra.LinearScanPhase;558
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.SaveCalleeSaveRegisters;558
20;ADD_OBJ;org.graalvm.compiler.lir.stackslotalloc.LSStackSlotAllocator;558
20;ADD_OBJ;org.graalvm.compiler.lir.RedundantMoveElimination;558
20;ADD_OBJ;org.graalvm.compiler.lir.amd64.phases.StackMoveOptimizationPhase;558
20;ADD_OBJ;org.graalvm.compiler.lir.ControlFlowOptimizer;558
20;ADD_OBJ;org.graalvm.compiler.lir.NullCheckOptimizer;558
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;1494
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$BciBlock;51374
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;15
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$BciBlock;42542
23;ADD_OBJ;org.graalvm.compiler.nodes.cfg.HIRLoop;6389
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.FastAcquireBiasedLockNode;122
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.MaterializedObjectState;1037
24;ADD_OBJ;org.graalvm.compiler.nodes.PrefetchAllocateNode;1038
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NegateNode;19
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorExitNode;527
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode;89
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedRemNode;69
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.CheckcastArrayCopyCallNode;2
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.GetObjectAddressNode;184
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeNode;8517
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadIndexedNode;2701
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ObjectEqualsNode;1657
24;ADD_OBJ;org.graalvm.compiler.nodes.FrameState;65211
24;ADD_OBJ;org.graalvm.compiler.nodes.SafepointNode;703
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ConditionalNode;2751
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopBeginNode;2931
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;391
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentJavaThreadNode;46
24;ADD_OBJ;org.graalvm.compiler.nodes.ShortCircuitOrNode;1088
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRLocalNode;348
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.UnsignedRightShiftNode;2932
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaWriteNode;319
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.MulNode;259
24;ADD_OBJ;org.graalvm.compiler.nodes.ParameterNode;10098
24;ADD_OBJ;org.graalvm.compiler.nodes.ReturnNode;9034
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.UnaryMathIntrinsicNode;23
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadHubNode;2815
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NarrowNode;4963
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerBelowNode;7009
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.FixedValueAnchorNode;720
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.BeginLockScopeNode;122
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeWithExceptionNode;190
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64CountLeadingZerosNode;9
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfNode;2178
24;ADD_OBJ;org.graalvm.compiler.word.WordCastNode;2310
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewInstanceNode;472
24;ADD_OBJ;org.graalvm.compiler.nodes.java.TypeSwitchNode;1114
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;6
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ValueAnchorNode;717
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubStartNode;66
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRStartNode;102
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ExceptionObjectNode;130
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.BytecodeExceptionNode;58
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.IdentityHashCodeNode;44
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyWithSlowPathNode;16
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerLessThanNode;9657
24;ADD_OBJ;org.graalvm.compiler.nodes.UnwindNode;75
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreFieldNode;5822
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AndNode;4365
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.OrNode;2126
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatConvertNode;208
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StateSplitProxyNode;339
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ObjectCloneNode;4
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.EndLockScopeNode;276
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaReadNode;215
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerEqualsNode;11001
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatEqualsNode;146
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewArrayNode;507
24;ADD_OBJ;org.graalvm.compiler.nodes.FixedGuardNode;8954
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadFieldNode;16846
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedDivNode;227
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.HubGetClassNode;15
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NotNode;346
24;ADD_OBJ;org.graalvm.compiler.nodes.ConstantNode;53107
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyCallNode;212
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MethodCallTargetNode;2577
24;ADD_OBJ;org.graalvm.compiler.nodes.EndNode;48065
24;ADD_OBJ;org.graalvm.compiler.nodes.java.FinalFieldBarrierNode;233
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.LeftShiftNode;7201
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyNode;128
24;ADD_OBJ;org.graalvm.compiler.nodes.DeoptimizeNode;8073
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ReinterpretNode;24
24;ADD_OBJ;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;289
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerInCallerNode;7
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubForeignCallNode;59
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.XorNode;1015
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreIndexedNode;971
24;ADD_OBJ;org.graalvm.compiler.nodes.DynamicPiNode;8
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;193
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.BinaryMathIntrinsicNode;39
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.address.OffsetAddressNode;47303
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.AllocatedObjectNode;1266
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatLessThanNode;320
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AddNode;17193
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopEndNode;3365
24;ADD_OBJ;org.graalvm.compiler.hotspot.word.PointerCastNode;121
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ZeroExtendNode;8618
24;ADD_OBJ;org.graalvm.compiler.nodes.KillingBeginNode;250
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.MemoryAnchorNode;1060
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.GetClassNode;17
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode$Placeholder;18
24;ADD_OBJ;org.graalvm.compiler.core.amd64.AMD64AddressNode;12165
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StoreHubNode;40
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64FloatConvertNode;71
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.MembarNode;3496
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.BitScanForwardNode;17
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentLockNode;138
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopExitNode;7280
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.CommitAllocationNode;1260
24;ADD_OBJ;org.graalvm.compiler.nodes.MergeNode;15392
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.WriteNode;21325
24;ADD_OBJ;org.graalvm.compiler.nodes.StartNode;4985
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotDirectCallTargetNode;5520
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.UnboxNode;23
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.ReadNode;12282
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;544
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.java.DynamicNewArrayNode;23
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.DeoptimizeCallerNode;38
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorIdNode;583
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ForeignCallNode;1570
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatDivNode;105
24;ADD_OBJ;org.graalvm.compiler.nodes.BeginNode;87366
24;ADD_OBJ;org.graalvm.compiler.nodes.GuardNode;14528
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ArrayEqualsNode;9
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.KlassLayoutHelperNode;16
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SubNode;4160
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode;29837
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotIndirectCallTargetNode;610
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.VirtualObjectState;671
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.AcquiredCASLockNode;122
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;1678
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.FloatingReadNode;38285
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadMethodNode;22
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode$Placeholder;20
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorEnterNode;170
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ClassGetHubNode;10
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.SerialWriteBarrier;635
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;244
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfDynamicNode;122
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ReadRegisterNode;1271
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerTestNode;3556
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.PointerEqualsNode;3152
