Tracker;Operation;Occurrences
116;SET_INDEXED;0
116;REMOVE_OBJ;0
116;SIZE;42
116;CSTR_STD;21
117;CLEAR;21
117;GROW;21
117;ADD_OBJ;21
117;ENSURE_CAP;21
117;SET_INDEXED;0
117;REMOVE_OBJ;0
117;SIZE;21
117;CSTR_STD;21
118;CLEAR;0
118;GROW;28
118;ADD_OBJ;28
118;ITERATOR;72
118;ENSURE_CAP;28
118;INDEX_OF;224
118;EMPTY;36
118;GET_INDEXED;160
118;SET_INDEXED;0
118;REMOVE_OBJ;0
118;SIZE;604
118;CSTR_STD;36
119;CLEAR;0
119;GROW;28
119;ADD_OBJ;28
119;ENSURE_CAP;28
119;SET_INDEXED;0
119;REMOVE_OBJ;0
119;SIZE;36
119;CSTR_STD;36
120;CLEAR;0
120;GROW;42
120;ADD_OBJ;42
120;ITERATOR;42
120;ENSURE_CAP;42
120;SET_INDEXED;0
120;REMOVE_OBJ;0
120;SIZE;42
120;CSTR_STD;42
121;CLEAR;0
121;GROW;15
121;ADD_OBJ;15
121;ITERATOR;15
121;ENSURE_CAP;15
121;GET_INDEXED;18
121;SET_INDEXED;0
121;REMOVE_OBJ;0
121;SIZE;33
121;CSTR_STD;15
122;CLEAR;0
122;GROW;14
122;ADD_OBJ;91
122;ITERATOR;23
122;ENSURE_CAP;91
122;SET_INDEXED;0
122;REMOVE_OBJ;0
122;CSTR_CAP;23
122;SIZE;23
123;CLEAR;0
123;GROW;16
123;ADD_OBJ;16
123;ITERATOR;16
123;ENSURE_CAP;16
123;SET_INDEXED;0
123;REMOVE_OBJ;0
123;SIZE;48
123;CSTR_STD;16
124;CLEAR;0
124;GROW;0
124;SORT;5
124;ADD_OBJ;16
124;ENSURE_CAP;16
124;GET_INDEXED;16
124;SET_INDEXED;0
124;REMOVE_OBJ;0
124;CSTR_CAP;5
124;SIZE;10
125;CLEAR;0
125;GROW;0
125;CONTAINS;13
125;ADD_OBJ;13
125;ENSURE_CAP;13
125;INDEX_OF;34
125;SET_INDEXED;0
125;REMOVE_OBJ;0
125;CSTR_CAP;5
125;SIZE;23
126;CLEAR;0
126;GROW;11
126;ADD_OBJ;13
126;ITERATOR;45
126;ENSURE_CAP;13
126;GET_INDEXED;11
126;SET_INDEXED;0
126;REMOVE_OBJ;0
126;SIZE;11
126;CSTR_STD;11
127;CLEAR;0
127;GROW;0
127;SORT;1
127;CSTR_COLL;1
127;ADD_OBJ;0
127;ITERATOR;1
127;SET_INDEXED;0
127;REMOVE_OBJ;0
127;SIZE;1
