Tracker;Operation on;Type;Occurrences
5;ADD_OBJ;org.graalvm.compiler.core.common.FieldsScanner$FieldInfo;686
5;GET_INDEXED;org.graalvm.compiler.core.common.FieldsScanner$FieldInfo;22
6;ADD_OBJ;org.graalvm.compiler.graph.NodeClass$InputInfo;388
6;GET_INDEXED;org.graalvm.compiler.graph.NodeClass$InputInfo;776
7;ADD_OBJ;org.graalvm.compiler.graph.NodeClass$EdgeInfo;111
8;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;228274
8;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;9067
8;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;4795
8;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;5
8;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;2848
8;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;57
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;6
8;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;1335
8;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;50
8;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;17
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLockNode;1
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;241
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;132
8;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;675
8;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;3679
8;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;5
8;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;235
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;63
8;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;103
8;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;14
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;930
8;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;9087
8;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;9005
8;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;5
8;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;118
8;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;973
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;934
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;6571
8;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;203
8;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;1335
8;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;29
8;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;930
8;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;4964
8;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;4894
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;1
8;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;36
8;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;9053
8;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;9
8;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;6
8;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;180
8;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;31
8;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;200
8;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;375
8;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;3299
8;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;21
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;51
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;6
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;10526
8;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;17
8;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;3206
8;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;580
8;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;1938
8;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;51
8;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;66
8;GET_INDEXED;org.graalvm.compiler.nodes.StartNode;4146
8;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;12233
8;GET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;15
8;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;14
8;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;55791
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;34
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;8204
8;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;409
8;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;2590
8;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;1
8;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;6108
8;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;195
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;1
8;GET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;78
8;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;91
8;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;94
9;ADD_OBJ;org.graalvm.collections.list.statistics.NoObject;228278
9;SET_INDEXED;org.graalvm.compiler.nodes.FrameState;72558
9;SET_INDEXED;org.graalvm.compiler.nodes.IfNode;29076
9;SET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;6
9;SET_INDEXED;org.graalvm.compiler.nodes.PiNode;14373
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;230
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;38
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;2732
9;SET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;204
9;SET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;32
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLockNode;1
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;388
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;181
9;SET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;6374
9;SET_INDEXED;org.graalvm.compiler.nodes.MergeNode;14042
9;SET_INDEXED;org.graalvm.compiler.nodes.InvokeWithExceptionNode;5
9;SET_INDEXED;org.graalvm.compiler.nodes.GuardNode;6918
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;278
9;SET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;334
9;SET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;14
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;1058
9;SET_INDEXED;org.graalvm.compiler.nodes.StartNode;9087
9;SET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;19283
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ExceptionObjectNode;5
9;SET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;266
9;SET_INDEXED;org.graalvm.collections.list.statistics.NoObject;973
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;1342
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;17893
9;SET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;1193
9;SET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;6475
9;SET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;91
9;SET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;1056
9;SET_INDEXED;org.graalvm.compiler.nodes.BeginNode;64718
9;SET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;21495
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;1
9;SET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;383
9;SET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;22147
9;SET_INDEXED;org.graalvm.compiler.hotspot.nodes.StubStartNode;9
9;SET_INDEXED;org.graalvm.compiler.nodes.extended.OSRStartNode;6
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;5725
9;SET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;186
9;SET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;500
9;SET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;15775
9;GET_INDEXED;org.graalvm.compiler.nodes.FrameState;63221
9;GET_INDEXED;org.graalvm.compiler.nodes.IfNode;24281
9;GET_INDEXED;org.graalvm.compiler.nodes.KillingBeginNode;1
9;GET_INDEXED;org.graalvm.compiler.nodes.PiNode;11527
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;179
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.OSRLocalNode;32
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopBeginNode;1015
9;GET_INDEXED;org.graalvm.compiler.nodes.PiArrayNode;154
9;GET_INDEXED;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;15
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaReadNode;147
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;49
9;GET_INDEXED;org.graalvm.compiler.nodes.DeoptimizeNode;5769
9;GET_INDEXED;org.graalvm.compiler.nodes.MergeNode;9309
9;GET_INDEXED;org.graalvm.compiler.nodes.GuardNode;6536
9;GET_INDEXED;org.graalvm.compiler.nodes.extended.JavaWriteNode;215
9;GET_INDEXED;org.graalvm.compiler.nodes.ShortCircuitOrNode;258
9;GET_INDEXED;org.graalvm.compiler.nodes.EntryMarkerNode;8
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorEnterNode;128
9;GET_INDEXED;org.graalvm.compiler.nodes.ParameterNode;10067
9;GET_INDEXED;org.graalvm.compiler.nodes.calc.NormalizeCompareNode;148
9;GET_INDEXED;org.graalvm.collections.list.statistics.NoObject;70649
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorExitNode;411
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MethodCallTargetNode;12141
9;GET_INDEXED;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;954
9;GET_INDEXED;org.graalvm.compiler.nodes.LoopExitNode;4890
9;GET_INDEXED;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;62
9;GET_INDEXED;org.graalvm.compiler.nodes.java.MonitorIdNode;126
9;GET_INDEXED;org.graalvm.compiler.nodes.BeginNode;56748
9;GET_INDEXED;org.graalvm.compiler.nodes.FixedGuardNode;16612
9;GET_INDEXED;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;347
9;GET_INDEXED;org.graalvm.compiler.nodes.ReturnNode;13094
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.WriteNode;5545
9;GET_INDEXED;org.graalvm.compiler.nodes.java.ValueCompareAndSwapNode;155
9;GET_INDEXED;org.graalvm.compiler.nodes.java.TypeSwitchNode;302
9;GET_INDEXED;org.graalvm.compiler.nodes.memory.ReadNode;15400
10;ADD_OBJ;jdk.vm.ci.hotspot.HotSpotResolvedJavaMethodImpl;8513
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl$FlatTimer;96
11;ADD_OBJ;org.graalvm.compiler.debug.TimerKeyImpl;96
14;ADD_OBJ;org.graalvm.compiler.code.DataSection$SerializableData;36
14;ADD_OBJ;org.graalvm.compiler.hotspot.HotSpotDataBuilder$1;260
15;ADD_OBJ;jdk.vm.ci.code.site.Call;4538
15;ADD_OBJ;jdk.vm.ci.code.site.Infopoint;1745
16;ADD_OBJ;org.graalvm.compiler.code.SourceMapping;44
17;ADD_OBJ;jdk.vm.ci.code.site.DataPatch;3569
18;ADD_OBJ;jdk.vm.ci.code.site.ExceptionHandler;1
19;ADD_OBJ;jdk.vm.ci.code.site.Mark;3079
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.MarkBasePointersPhase;246
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.lsra.LinearScanPhase;246
20;ADD_OBJ;org.graalvm.compiler.lir.ControlFlowOptimizer;246
20;ADD_OBJ;org.graalvm.compiler.lir.amd64.phases.StackMoveOptimizationPhase;246
20;ADD_OBJ;org.graalvm.compiler.lir.RedundantMoveElimination;246
20;ADD_OBJ;org.graalvm.compiler.lir.alloc.SaveCalleeSaveRegisters;246
20;ADD_OBJ;org.graalvm.compiler.lir.EdgeMoveOptimizer;246
20;ADD_OBJ;org.graalvm.compiler.lir.NullCheckOptimizer;246
20;ADD_OBJ;org.graalvm.compiler.lir.constopt.ConstantLoadOptimization;246
20;ADD_OBJ;org.graalvm.compiler.lir.stackslotalloc.LSStackSlotAllocator;246
20;ADD_OBJ;org.graalvm.compiler.lir.dfa.LocationMarkerPhase;246
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$ExceptionDispatchBlock;2679
22;ADD_OBJ;org.graalvm.compiler.java.BciBlockMapping$BciBlock;69383
22;GET_INDEXED;org.graalvm.compiler.java.BciBlockMapping$BciBlock;50242
23;ADD_OBJ;org.graalvm.compiler.nodes.cfg.HIRLoop;7409
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignExtendNode;2075
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.UnsignedRightShiftNode;2032
24;ADD_OBJ;org.graalvm.compiler.word.WordCastNode;2445
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.AllocatedObjectNode;1413
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NotNode;100
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64FloatConvertNode;337
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatConvertNode;1328
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreIndexedNode;639
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.address.OffsetAddressNode;45112
24;ADD_OBJ;org.graalvm.compiler.nodes.java.NewInstanceNode;490
24;ADD_OBJ;org.graalvm.compiler.hotspot.word.PointerCastNode;134
24;ADD_OBJ;org.graalvm.compiler.nodes.DeoptimizeNode;10510
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.SerialWriteBarrier;460
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ExceptionObjectNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatLessThanNode;1456
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorExitNode;777
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MethodCallTargetNode;3481
24;ADD_OBJ;org.graalvm.compiler.nodes.java.ArrayLengthNode;1445
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ObjectEqualsNode;1073
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerInCallerNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.PointerEqualsNode;5052
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ClassGetHubNode;6
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatDivNode;414
24;ADD_OBJ;org.graalvm.compiler.nodes.EndNode;69005
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LogicCompareAndSwapNode;778
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedDivNode;416
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.WriteNode;18145
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StateSplitProxyNode;478
24;ADD_OBJ;org.graalvm.compiler.nodes.PrefetchAllocateNode;1774
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.ReadNode;14562
24;ADD_OBJ;org.graalvm.compiler.nodes.IfNode;56815
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadHubNode;4636
24;ADD_OBJ;org.graalvm.compiler.nodes.java.StoreFieldNode;3874
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode$Placeholder;22
24;ADD_OBJ;org.graalvm.compiler.nodes.java.InstanceOfNode;3177
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.FloatEqualsNode;703
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SignedRemNode;146
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentJavaThreadNode;50
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.XorNode;558
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.MaterializedObjectState;1232
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualArrayNode;258
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.IntegerSwitchNode;482
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerTestNode;1623
24;ADD_OBJ;org.graalvm.compiler.nodes.GuardNode;18545
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopEndNode;4786
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.CheckcastArrayCopyCallNode;2
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaWriteNode;307
24;ADD_OBJ;org.graalvm.compiler.virtual.nodes.VirtualObjectState;2263
24;ADD_OBJ;org.graalvm.compiler.nodes.ParameterNode;5173
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotIndirectCallTargetNode;1322
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawLoadNode;103
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ReinterpretNode;58
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.HubGetClassNode;23
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.AcquiredCASLockNode;184
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.LoadMethodNode;21
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.MemoryAnchorNode;1050
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorIdNode;1039
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotDirectCallTargetNode;7223
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRMonitorEnterNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode$Placeholder;12
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubStartNode;54
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.LeftShiftNode;5726
24;ADD_OBJ;org.graalvm.compiler.nodes.FrameState;66206
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ValueAnchorNode;664
24;ADD_OBJ;org.graalvm.compiler.nodes.KillingBeginNode;13
24;ADD_OBJ;org.graalvm.compiler.nodes.PiNode;32032
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.SubNode;5934
24;ADD_OBJ;org.graalvm.compiler.nodes.java.FinalFieldBarrierNode;110
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.JumpToExceptionHandlerNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRLocalNode;270
24;ADD_OBJ;org.graalvm.compiler.nodes.SafepointNode;840
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopBeginNode;3555
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NarrowNode;1338
24;ADD_OBJ;org.graalvm.compiler.nodes.PiArrayNode;204
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadFieldNode;14985
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRLockNode;7
24;ADD_OBJ;org.graalvm.compiler.nodes.memory.FloatingReadNode;37571
24;ADD_OBJ;org.graalvm.compiler.nodes.MergeNode;22577
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerEqualsNode;20404
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.AndNode;2387
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.ForeignCallNode;2118
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.UnboxNode;41
24;ADD_OBJ;org.graalvm.compiler.nodes.ShortCircuitOrNode;531
24;ADD_OBJ;org.graalvm.compiler.nodes.java.MonitorEnterNode;276
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.GetClassNode;17
24;ADD_OBJ;org.graalvm.compiler.nodes.UnwindNode;19
24;ADD_OBJ;org.graalvm.compiler.nodes.StartNode;2235
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.ArrayEqualsNode;155
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyNode;459
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyCallNode;509
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.PatchReturnAddressNode;7
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.DeoptimizeCallerNode;44
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.RawStoreNode;11
24;ADD_OBJ;org.graalvm.compiler.nodes.java.RegisterFinalizerNode;8
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.GetObjectAddressNode;710
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.ObjectCloneNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.FixedGuardNode;10600
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerLessThanNode;16362
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.HotSpotCompressionNode;19381
24;ADD_OBJ;org.graalvm.compiler.nodes.ReturnNode;5330
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.OSRStartNode;41
24;ADD_OBJ;org.graalvm.compiler.core.amd64.AMD64AddressNode;12467
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.CommitAllocationNode;1384
24;ADD_OBJ;org.graalvm.compiler.nodes.java.LoadIndexedNode;2499
24;ADD_OBJ;org.graalvm.compiler.nodes.virtual.VirtualInstanceNode;2052
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.KlassLayoutHelperNode;16
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.MulNode;2203
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.NegateNode;78
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.BeginLockScopeNode;187
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.arraycopy.ArrayCopyWithSlowPathNode;219
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.OrNode;1151
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.JavaReadNode;280
24;ADD_OBJ;org.graalvm.compiler.replacements.amd64.AMD64StringIndexOfNode;8
24;ADD_OBJ;org.graalvm.compiler.nodes.ConstantNode;33464
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeWithExceptionNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.InvokeNode;12016
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.StoreHubNode;36
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.EndLockScopeNode;396
24;ADD_OBJ;org.graalvm.compiler.hotspot.replacements.IdentityHashCodeNode;15
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IntegerBelowNode;7959
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.ConditionalNode;749
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.StubForeignCallNode;58
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.RightShiftNode;177
24;ADD_OBJ;org.graalvm.compiler.nodes.DynamicDeoptimizeNode;2700
24;ADD_OBJ;org.graalvm.compiler.nodes.calc.IsNullNode;22446
24;ADD_OBJ;org.graalvm.compiler.nodes.LoopExitNode;14637
24;ADD_OBJ;org.graalvm.compiler.nodes.extended.MembarNode;3093
24;ADD_OBJ;org.graalvm.compiler.nodes.java.RawMonitorEnterNode;434
24;ADD_OBJ;org.graalvm.compiler.replacements.nodes.BitScanForwardNode;19
24;ADD_OBJ;org.graalvm.compiler.nodes.LogicConstantNode;10
24;ADD_OBJ;org.graalvm.compiler.nodes.BeginNode;112891
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.FastAcquireBiasedLockNode;184
24;ADD_OBJ;org.graalvm.compiler.hotspot.nodes.CurrentLockNode;198
